order_id,customer_id,market,segment,channel,category,product_name,purchase_order,order_date,quantity,revenue,entry_category
ORD000700,C0167,Hong Kong,Elite,Department Store,Jewellery,No.5 Necklace,1,2023-04-24,2,4448.25,Jewellery
ORD000702,C0167,Hong Kong,Elite,Boutique,Skincare,Sublimage Creme,3,2024-01-06,1,634.42,Jewellery
ORD000705,C0167,Hong Kong,Elite,Boutique,Accessories,Chain Belt,6,2024-02-29,2,1766.07,Jewellery
ORD000703,C0167,Hong Kong,Elite,Online,Handbags,19 Bag,4,2024-10-24,1,6805.26,Jewellery
ORD000708,C0168,Singapore,Regular,Boutique,Makeup,Mascara Volume,3,2023-03-28,1,100.0,Makeup
ORD000710,C0168,Singapore,Regular,Boutique,Watches,Boy.Friend,5,2023-10-30,2,2400.0,Makeup
ORD000706,C0168,Singapore,Regular,Online,Makeup,CC Cream,1,2024-02-28,2,163.05,Makeup
ORD000709,C0168,Singapore,Regular,Department Store,Accessories,Leather Gloves,4,2024-10-18,4,2142.21,Makeup
ORD000707,C0168,Singapore,Regular,Department Store,Skincare,Hydra Beauty Gel Creme,2,2024-11-29,1,100.0,Makeup
ORD000711,C0169,Singapore,Regular,Online,Fragrance,Bleu de CHANEL 100ml,1,2023-10-14,1,308.7,Fragrance
ORD000712,C0169,Singapore,Regular,Department Store,Makeup,Mascara Volume,2,2024-10-21,1,100.0,Fragrance
ORD000713,C0169,Singapore,Regular,Online,Skincare,N1 de CHANEL Serum,3,2024-10-26,1,142.6,Fragrance
ORD000714,C0170,Hong Kong,Elite,Boutique,Ready-to-Wear,Little Black Dress,1,2023-05-10,1,4079.77,Ready-to-Wear
ORD000716,C0170,Hong Kong,Elite,Boutique,Handbags,Business Affinity,3,2023-09-05,4,7200.0,Ready-to-Wear
ORD000715,C0170,Hong Kong,Elite,Boutique,Jewellery,Comete Earrings,2,2023-11-16,1,2471.18,Ready-to-Wear
ORD000717,C0170,Hong Kong,Elite,Boutique,Ready-to-Wear,Silk Blouse,4,2024-01-17,2,2505.92,Ready-to-Wear
ORD000718,C0170,Hong Kong,Elite,Boutique,Shoes,Espadrilles,5,2024-08-09,2,1426.5,Ready-to-Wear
ORD000719,C0170,Hong Kong,Elite,Department Store,Jewellery,Camellia Pendant,6,2024-10-04,1,1626.71,Ready-to-Wear
ORD000722,C0171,Australia,Regular,Online,Watches,Premiere,3,2023-04-05,1,2400.0,Accessories
ORD000720,C0171,Australia,Regular,Boutique,Accessories,CC Hair Clip,1,2023-05-24,1,272.93,Accessories
ORD000721,C0171,Australia,Regular,Online,Ready-to-Wear,Silk Blouse,2,2024-08-19,1,1191.08,Accessories
ORD000723,C0171,Australia,Regular,Department Store,Ready-to-Wear,Camellia Brooch Dress,4,2024-08-25,1,2400.0,Accessories
ORD000725,C0172,China,New,Boutique,Accessories,Chain Belt,2,2024-05-11,2,600.0,Eyewear
ORD000724,C0172,China,New,Online,Eyewear,Cat Eye,1,2024-05-16,1,502.47,Eyewear
ORD000730,C0173,China,Elite,Boutique,Shoes,Ankle Boots,5,2023-03-11,1,1642.14,Handbags
ORD000726,C0173,China,Elite,Online,Handbags,Deauville Tote,1,2023-06-10,1,3971.69,Handbags
ORD000729,C0173,China,Elite,Boutique,Ready-to-Wear,Silk Blouse,4,2023-11-09,2,2280.5,Handbags
ORD000728,C0173,China,Elite,Boutique,Accessories,Leather Gloves,3,2024-01-19,1,524.66,Handbags
ORD000727,C0173,China,Elite,Boutique,Shoes,Sneakers,2,2024-02-23,1,750.18,Handbags
ORD000731,C0174,Hong Kong,New,Department Store,Skincare,Hydra Beauty Gel Creme,1,2024-09-12,1,96.3,Skincare
ORD000732,C0175,Macau,New,Online,Accessories,Logo Scarf,1,2023-06-02,1,432.59,Accessories
ORD000733,C0175,Macau,New,Online,Watches,J12 38mm,2,2024-02-24,1,600.0,Accessories
ORD000734,C0176,Korea,New,Department Store,Fragrance,Coco Mademoiselle 100ml,1,2023-04-01,2,584.18,Fragrance
ORD000739,C0177,Singapore,Elite,Boutique,Accessories,Pearl Earrings,5,2023-01-24,1,474.34,Handbags
ORD000740,C0177,Singapore,Elite,Department Store,Shoes,Two-tone Slingback,6,2023-04-12,2,2413.56,Handbags
ORD000737,C0177,Singapore,Elite,Department Store,Jewellery,No.5 Necklace,3,2023-05-04,1,2135.28,Handbags
ORD000736,C0177,Singapore,Elite,Department Store,Accessories,CC Hair Clip,2,2024-07-08,1,400.0,Handbags
ORD000735,C0177,Singapore,Elite,Department Store,Handbags,Business Affinity,1,2024-07-28,1,4025.76,Handbags
ORD000738,C0177,Singapore,Elite,Department Store,Ready-to-Wear,Little Black Dress,4,2024-08-16,1,4008.89,Handbags
ORD000743,C0178,Macau,Regular,Boutique,Handbags,Coco Handle,3,2023-02-23,1,2400.0,Fragrance
ORD000741,C0178,Macau,Regular,Boutique,Fragrance,Coco Mademoiselle 100ml,1,2023-03-02,1,276.29,Fragrance
ORD000744,C0178,Macau,Regular,Online,Shoes,Sneakers,4,2023-04-28,1,743.25,Fragrance
ORD000742,C0178,Macau,Regular,Department Store,Skincare,Sublimage Eye Cream,2,2024-02-04,1,355.01,Fragrance
ORD000745,C0179,Macau,New,Boutique,Fragrance,No.5 EDP 50ml,1,2023-01-20,3,549.46,Fragrance
ORD000747,C0179,Macau,New,Department Store,Jewellery,Camellia Pendant,3,2023-05-26,1,600.0,Fragrance
ORD000748,C0179,Macau,New,Boutique,Ready-to-Wear,Little Black Dress,4,2024-04-07,1,600.0,Fragrance
ORD000746,C0179,Macau,New,Online,Skincare,Le Lift Serum,2,2024-07-22,1,300.04,Fragrance
ORD000749,C0180,Hong Kong,New,Department Store,Fragrance,No.5 EDP 50ml,1,2024-05-08,1,183.24,Fragrance
ORD000750,C0181,Korea,New,Online,Fragrance,Coco Mademoiselle 50ml,1,2023-08-06,1,190.91,Fragrance
ORD000752,C0181,Korea,New,Online,Accessories,Logo Scarf,3,2024-03-18,2,600.0,Fragrance
ORD000751,C0181,Korea,New,Department Store,Skincare,Le Lift Serum,2,2024-07-30,2,593.05,Fragrance
ORD000759,C0182,Singapore,Regular,Online,Gifting,Festive Makeup Set,7,2023-01-21,1,306.88,Accessories
ORD000760,C0182,Singapore,Regular,Boutique,Ready-to-Wear,Cashmere Cardigan,8,2023-11-07,1,2367.12,Accessories
ORD000756,C0182,Singapore,Regular,Department Store,Jewellery,Camellia Pendant,4,2024-02-07,1,1524.95,Accessories
ORD000754,C0182,Singapore,Regular,Boutique,Accessories,Camellia Brooch,2,2024-04-15,1,629.08,Accessories
ORD000755,C0182,Singapore,Regular,Online,Handbags,Classic Flap Medium,3,2024-05-02,1,2400.0,Accessories
ORD000757,C0182,Singapore,Regular,Boutique,Watches,Mademoiselle Prive,5,2024-11-18,1,2400.0,Accessories
ORD000758,C0182,Singapore,Regular,Boutique,Skincare,Le Lift Serum,6,2024-12-14,3,865.18,Accessories
ORD000753,C0182,Singapore,Regular,Boutique,Accessories,Chain Belt,1,2024-12-25,1,932.99,Accessories
ORD000762,C0183,Thailand,Regular,Online,Eyewear,Cat Eye,2,2023-04-24,1,504.08,Accessories
ORD000764,C0183,Thailand,Regular,Boutique,Watches,Boy.Friend,4,2024-08-06,1,2400.0,Accessories
ORD000763,C0183,Thailand,Regular,Boutique,Fragrance,No.5 EDP 50ml,3,2024-11-19,1,172.17,Accessories
ORD000766,C0183,Thailand,Regular,Online,Fragrance,Bleu de CHANEL 100ml,6,2024-11-20,1,331.02,Accessories
ORD000765,C0183,Thailand,Regular,Online,Ready-to-Wear,Little Black Dress,5,2024-12-10,2,2400.0,Accessories
ORD000761,C0183,Thailand,Regular,Online,Accessories,Logo Scarf,1,2024-12-24,1,440.34,Accessories
ORD000768,C0184,Singapore,Regular,Boutique,Handbags,Coco Handle,2,2023-08-18,1,2400.0,Makeup
ORD000767,C0184,Singapore,Regular,Department Store,Makeup,Vitalumiere Aqua,1,2024-06-14,1,100.0,Makeup
ORD000771,C0185,Singapore,New,Boutique,Accessories,Pearl Earrings,3,2023-01-25,1,461.18,Eyewear
ORD000769,C0185,Singapore,New,Department Store,Eyewear,Shield,1,2023-01-26,1,560.43,Eyewear
ORD000770,C0185,Singapore,New,Online,Skincare,Hydra Beauty Gel Creme,2,2023-09-13,1,90.51,Eyewear
ORD000772,C0185,Singapore,New,Online,Accessories,Pearl Earrings,4,2023-12-15,1,459.5,Eyewear
ORD000774,C0186,Hong Kong,Elite,Department Store,Jewellery,No.5 Necklace,2,2023-02-04,2,4207.28,Shoes
ORD000775,C0186,Hong Kong,Elite,Boutique,Accessories,Pearl Earrings,3,2023-02-26,1,482.84,Shoes
ORD000773,C0186,Hong Kong,Elite,Boutique,Shoes,Ankle Boots,1,2023-04-08,1,1581.61,Shoes
ORD000776,C0186,Hong Kong,Elite,Online,Jewellery,Ultra Bracelet,4,2024-01-26,2,7200.0,Shoes
ORD000777,C0186,Hong Kong,Elite,Department Store,Ready-to-Wear,Camellia Brooch Dress,5,2024-04-09,1,5510.19,Shoes
ORD000782,C0187,Korea,Regular,Online,Ready-to-Wear,Cashmere Cardigan,5,2023-05-31,4,2400.0,Skincare
ORD000780,C0187,Korea,Regular,Boutique,Ready-to-Wear,Cashmere Cardigan,3,2024-03-07,1,2290.58,Skincare
ORD000778,C0187,Korea,Regular,Boutique,Skincare,Sublimage Essence,1,2024-04-09,1,461.18,Skincare
ORD000781,C0187,Korea,Regular,Department Store,Watches,Boy.Friend,4,2024-08-21,1,2400.0,Skincare
ORD000779,C0187,Korea,Regular,Boutique,Handbags,Classic Flap Medium,2,2024-12-31,1,2400.0,Skincare
ORD000784,C0188,China,Regular,Online,Gifting,Festive Makeup Set,2,2023-07-20,2,629.86,Skincare
ORD000783,C0188,China,Regular,Online,Skincare,Sublimage Essence,1,2023-09-01,2,994.44,Skincare
ORD000785,C0189,Korea,New,Department Store,Fragrance,Coco Mademoiselle 50ml,1,2024-04-23,1,201.57,Fragrance
ORD000786,C0189,Korea,New,Online,Skincare,Hydra Beauty Gel Creme,2,2024-09-22,2,197.8,Fragrance
ORD000792,C0190,Thailand,Regular,Department Store,Makeup,Vitalumiere Aqua,6,2023-01-22,2,157.62,Eyewear
ORD000789,C0190,Thailand,Regular,Department Store,Ready-to-Wear,Classic Tweed Jacket,3,2023-03-17,1,2400.0,Eyewear
ORD000788,C0190,Thailand,Regular,Boutique,Shoes,Slingback Pumps,2,2023-12-06,1,1153.89,Eyewear
ORD000791,C0190,Thailand,Regular,Department Store,Ready-to-Wear,Cashmere Cardigan,5,2023-12-14,1,2400.0,Eyewear
ORD000790,C0190,Thailand,Regular,Online,Accessories,Pearl Earrings,4,2024-01-04,1,498.5,Eyewear
ORD000787,C0190,Thailand,Regular,Boutique,Eyewear,Round Metal,1,2024-10-16,1,425.2,Eyewear
ORD000795,C0191,Macau,Regular,Department Store,Fragrance,No.5 EDP 100ml,3,2023-07-16,1,263.54,Accessories
ORD000793,C0191,Macau,Regular,Online,Accessories,Chain Belt,1,2023-09-03,1,860.75,Accessories
ORD000794,C0191,Macau,Regular,Department Store,Home,Beige Candle,2,2024-09-30,1,125.09,Accessories
ORD000797,C0192,Thailand,Regular,Online,Accessories,Camellia Brooch,2,2023-02-24,1,625.21,Eyewear
ORD000798,C0192,Thailand,Regular,Department Store,Gifting,Holiday Collection,3,2023-03-25,1,444.97,Eyewear
ORD000800,C0192,Thailand,Regular,Boutique,Accessories,Logo Scarf,5,2024-05-21,2,852.58,Eyewear
ORD000799,C0192,Thailand,Regular,Online,Skincare,N1 de CHANEL Serum,4,2024-06-05,2,290.74,Eyewear
ORD000796,C0192,Thailand,Regular,Boutique,Eyewear,Square Acetate,1,2024-08-24,1,493.9,Eyewear
ORD000805,C0193,Hong Kong,Regular,Department Store,Handbags,Business Affinity,5,2023-03-19,1,2400.0,Skincare
ORD000806,C0193,Hong Kong,Regular,Boutique,Accessories,Camellia Brooch,6,2023-08-22,1,601.19,Skincare
ORD000804,C0193,Hong Kong,Regular,Boutique,Shoes,Slingback Pumps,4,2024-02-23,1,1093.59,Skincare
ORD000801,C0193,Hong Kong,Regular,Department Store,Skincare,Sublimage Eye Cream,1,2024-04-07,1,333.4,Skincare
ORD000803,C0193,Hong Kong,Regular,Online,Ready-to-Wear,Silk Blouse,3,2024-06-15,1,1191.13,Skincare
ORD000802,C0193,Hong Kong,Regular,Boutique,Handbags,Boy Bag Small,2,2024-08-08,1,2400.0,Skincare
ORD000809,C0194,Macau,Regular,Department Store,Gifting,No.5 Gift Set,3,2024-02-20,1,398.59,Eyewear
ORD000808,C0194,Macau,Regular,Department Store,Fragrance,Chance Eau Tendre 100ml,2,2024-07-10,1,265.86,Eyewear
ORD000807,C0194,Macau,Regular,Boutique,Eyewear,Shield,1,2024-11-30,1,555.72,Eyewear
ORD000817,C0195,Korea,Elite,Department Store,Accessories,Chain Belt,8,2023-03-07,1,885.69,Accessories
ORD000813,C0195,Korea,Elite,Department Store,Gifting,Festive Makeup Set,4,2023-05-23,1,400.0,Accessories
ORD000810,C0195,Korea,Elite,Boutique,Accessories,Logo Scarf,1,2023-08-22,2,837.85,Accessories
ORD000814,C0195,Korea,Elite,Boutique,Skincare,Sublimage Eye Cream,5,2023-12-14,2,692.96,Accessories
ORD000812,C0195,Korea,Elite,Boutique,Home,Crystal Vase,3,2024-03-15,1,704.0,Accessories
ORD000811,C0195,Korea,Elite,Department Store,Home,Porcelain Cup Set,2,2024-07-19,1,402.61,Accessories
ORD000815,C0195,Korea,Elite,Boutique,Handbags,Deauville Tote,6,2024-08-24,1,3972.0,Accessories
ORD000816,C0195,Korea,Elite,Department Store,Eyewear,Pilot,7,2024-10-06,1,454.54,Accessories
ORD000818,C0196,China,Regular,Online,Makeup,Mascara Volume,1,2023-04-17,1,100.0,Makeup
ORD000819,C0197,China,VIC,Boutique,Accessories,Chain Belt,1,2023-07-23,3,2612.28,Accessories
ORD000821,C0197,China,VIC,Department Store,Watches,Boy.Friend,3,2024-02-05,1,11482.52,Accessories
ORD000820,C0197,China,VIC,Department Store,Jewellery,Ultra Bracelet,2,2024-11-06,1,4716.85,Accessories
ORD000824,C0198,Australia,Elite,Boutique,Jewellery,Coco Crush Bracelet,3,2023-01-08,1,3298.42,Watches
ORD000822,C0198,Australia,Elite,Online,Watches,Mademoiselle Prive,1,2023-05-14,1,7200.0,Watches
ORD000823,C0198,Australia,Elite,Boutique,Accessories,CC Hair Clip,2,2023-06-12,1,400.0,Watches
ORD000827,C0198,Australia,Elite,Boutique,Watches,Mademoiselle Prive,6,2024-03-01,1,7200.0,Watches
ORD000826,C0198,Australia,Elite,Department Store,Ready-to-Wear,Camellia Brooch Dress,5,2024-04-12,1,5781.12,Watches
ORD000829,C0198,Australia,Elite,Boutique,Watches,Mademoiselle Prive,8,2024-07-04,2,7200.0,Watches
ORD000825,C0198,Australia,Elite,Online,Jewellery,Ultra Bracelet,4,2024-08-05,1,4603.73,Watches
ORD000828,C0198,Australia,Elite,Department Store,Ready-to-Wear,Cashmere Cardigan,7,2024-08-05,2,4635.81,Watches
ORD000836,C0199,China,New,Online,Watches,J12 38mm,7,2023-01-12,1,600.0,Accessories
ORD000835,C0199,China,New,Online,Jewellery,Coco Crush Ring,6,2023-01-19,2,600.0,Accessories
ORD000833,C0199,China,New,Boutique,Handbags,19 Bag,4,2023-04-28,1,600.0,Accessories
ORD000837,C0199,China,New,Online,Jewellery,Comete Earrings,8,2023-08-10,1,600.0,Accessories
ORD000831,C0199,China,New,Online,Handbags,Classic Flap Small,2,2023-11-30,1,600.0,Accessories
ORD000830,C0199,China,New,Online,Accessories,Camellia Brooch,1,2024-07-20,1,600.0,Accessories
ORD000834,C0199,China,New,Boutique,Watches,J12 38mm,5,2024-11-03,2,600.0,Accessories
ORD000832,C0199,China,New,Boutique,Shoes,Two-tone Slingback,3,2024-11-22,2,600.0,Accessories
ORD000840,C0200,China,VIC,Online,Handbags,Business Affinity,3,2023-01-15,1,4360.56,Shoes
ORD000839,C0200,China,VIC,Boutique,Accessories,Leather Gloves,2,2023-07-26,1,1000.0,Shoes
ORD000841,C0200,China,VIC,Boutique,Accessories,CC Hair Clip,4,2024-11-11,1,1000.0,Shoes
ORD000838,C0200,China,VIC,Online,Shoes,Sneakers,1,2024-12-07,1,1000.0,Shoes
ORD000842,C0201,Singapore,New,Boutique,Makeup,Mascara Volume,1,2023-08-01,1,47.65,Makeup
ORD000843,C0202,Korea,Regular,Boutique,Makeup,Les Beiges Foundation,1,2023-11-28,1,100.0,Makeup
ORD000844,C0202,Korea,Regular,Department Store,Accessories,Pearl Earrings,2,2024-04-14,1,458.11,Makeup
ORD000846,C0203,Hong Kong,New,Online,Gifting,Discovery Skincare Set,2,2024-08-05,4,600.0,Fragrance
ORD000845,C0203,Hong Kong,New,Department Store,Fragrance,No.5 EDP 100ml,1,2024-09-05,4,600.0,Fragrance
ORD000851,C0204,Australia,Regular,Online,Handbags,Classic Flap Medium,5,2023-06-05,2,2400.0,Skincare
ORD000849,C0204,Australia,Regular,Boutique,Shoes,Cap Toe Ballerina,3,2023-08-27,1,913.05,Skincare
ORD000850,C0204,Australia,Regular,Boutique,Ready-to-Wear,Tailored Trousers,4,2023-08-31,1,1777.41,Skincare
ORD000853,C0204,Australia,Regular,Online,Ready-to-Wear,Camellia Brooch Dress,7,2023-10-23,1,2400.0,Skincare
ORD000852,C0204,Australia,Regular,Online,Shoes,Ankle Boots,6,2023-12-03,1,1698.14,Skincare
ORD000854,C0204,Australia,Regular,Online,Gifting,Holiday Collection,8,2024-11-11,1,466.77,Skincare
ORD000848,C0204,Australia,Regular,Online,Makeup,No.1 Lip Balm,2,2024-11-13,1,100.0,Skincare
ORD000847,C0204,Australia,Regular,Online,Skincare,Hydra Beauty Gel Creme,1,2024-12-11,1,100.0,Skincare
ORD000855,C0205,Hong Kong,Regular,Boutique,Makeup,Rouge Coco Lipstick,1,2024-10-06,2,100.0,Makeup
ORD000856,C0205,Hong Kong,Regular,Department Store,Ready-to-Wear,Classic Tweed Jacket,2,2024-10-11,1,2400.0,Makeup
ORD000857,C0206,China,New,Online,Skincare,Hydra Beauty Gel Creme,1,2024-06-03,2,186.42,Skincare
ORD000858,C0207,Macau,Regular,Department Store,Skincare,Sublimage Essence,1,2023-06-30,1,483.67,Skincare
ORD000859,C0207,Macau,Regular,Boutique,Handbags,Classic Flap Small,2,2023-07-26,4,2400.0,Skincare
ORD000862,C0208,Singapore,Elite,Boutique,Handbags,22 Bag,3,2023-06-06,1,4695.95,Handbags
ORD000863,C0208,Singapore,Elite,Boutique,Accessories,CC Hair Clip,4,2024-05-07,1,400.0,Handbags
ORD000861,C0208,Singapore,Elite,Boutique,Shoes,Espadrilles,2,2024-05-08,2,1417.33,Handbags
ORD000864,C0208,Singapore,Elite,Online,Shoes,Ankle Boots,5,2024-05-27,1,1632.62,Handbags
ORD000860,C0208,Singapore,Elite,Department Store,Handbags,Business Affinity,1,2024-06-01,1,4055.47,Handbags
ORD000865,C0209,Hong Kong,New,Boutique,Fragrance,Coco Mademoiselle 50ml,1,2023-11-12,1,198.18,Fragrance
ORD000868,C0210,Australia,Regular,Online,Watches,Mademoiselle Prive,3,2023-09-10,1,2400.0,Accessories
ORD000867,C0210,Australia,Regular,Department Store,Jewellery,Ultra Bracelet,2,2023-12-23,1,2400.0,Accessories
ORD000866,C0210,Australia,Regular,Department Store,Accessories,Leather Gloves,1,2024-01-30,1,533.67,Accessories
ORD000869,C0210,Australia,Regular,Online,Ready-to-Wear,Camellia Brooch Dress,4,2024-10-22,1,2400.0,Accessories
ORD000870,C0210,Australia,Regular,Boutique,Fragrance,No.5 EDP 50ml,5,2024-11-09,1,183.81,Accessories
ORD000871,C0210,Australia,Regular,Department Store,Gifting,Holiday Collection,6,2024-12-24,1,446.53,Accessories
ORD000872,C0211,Thailand,Regular,Online,Skincare,Sublimage Essence,1,2023-11-06,1,498.56,Skincare
ORD000873,C0211,Thailand,Regular,Department Store,Home,Porcelain Cup Set,2,2024-02-26,1,423.05,Skincare
ORD000879,C0212,Singapore,Elite,Boutique,Accessories,Logo Scarf,6,2023-03-23,1,423.6,Handbags
ORD000877,C0212,Singapore,Elite,Online,Handbags,19 Bag,4,2023-04-23,1,6293.77,Handbags
ORD000875,C0212,Singapore,Elite,Boutique,Fragrance,Coco Mademoiselle 50ml,2,2023-06-22,2,400.0,Handbags
ORD000878,C0212,Singapore,Elite,Online,Shoes,Ankle Boots,5,2023-09-23,3,4756.55,Handbags
ORD000874,C0212,Singapore,Elite,Boutique,Handbags,Deauville Tote,1,2023-10-03,3,7200.0,Handbags
ORD000876,C0212,Singapore,Elite,Boutique,Skincare,Sublimage Essence,3,2023-10-23,2,931.01,Handbags
ORD000881,C0213,Australia,VIC,Online,Handbags,Classic Flap Medium,2,2023-02-12,1,9962.55,Jewellery
ORD000884,C0213,Australia,VIC,Boutique,Accessories,CC Hair Clip,5,2023-04-13,2,1000.0,Jewellery
ORD000880,C0213,Australia,VIC,Boutique,Jewellery,Coco Crush Ring,1,2023-04-14,1,1881.94,Jewellery
ORD000885,C0213,Australia,VIC,Boutique,Handbags,Deauville Tote,6,2023-05-06,2,7408.89,Jewellery
ORD000883,C0213,Australia,VIC,Department Store,Gifting,Holiday Collection,4,2023-09-03,1,1000.0,Jewellery
ORD000887,C0213,Australia,VIC,Boutique,Shoes,Slingback Pumps,8,2023-11-26,2,2161.62,Jewellery
ORD000882,C0213,Australia,VIC,Department Store,Shoes,Ankle Boots,3,2024-05-12,1,1714.38,Jewellery
ORD000886,C0213,Australia,VIC,Department Store,Ready-to-Wear,Little Black Dress,7,2024-12-03,1,4404.2,Jewellery
ORD000888,C0214,China,New,Department Store,Makeup,Vitalumiere Aqua,1,2024-02-14,2,161.51,Makeup
ORD000889,C0214,China,New,Boutique,Home,Crystal Vase,2,2024-05-02,2,600.0,Makeup
ORD000892,C0215,Macau,Elite,Online,Jewellery,No.5 Necklace,3,2024-04-01,1,2136.56,Accessories
ORD000891,C0215,Macau,Elite,Boutique,Handbags,Deauville Tote,2,2024-05-24,4,7200.0,Accessories
ORD000890,C0215,Macau,Elite,Boutique,Accessories,Leather Gloves,1,2024-06-16,2,1062.53,Accessories
ORD000893,C0216,Hong Kong,New,Department Store,Makeup,Rouge Coco Lipstick,1,2023-04-02,4,198.21,Makeup
ORD000894,C0216,Hong Kong,New,Department Store,Handbags,Classic Flap Small,2,2023-12-01,1,600.0,Makeup
ORD000895,C0217,Hong Kong,Regular,Department Store,Fragrance,Bleu de CHANEL 100ml,1,2023-05-20,1,319.74,Fragrance
ORD000896,C0217,Hong Kong,Regular,Boutique,Eyewear,Pilot,2,2023-12-07,1,466.62,Fragrance
ORD000899,C0218,Singapore,New,Boutique,Fragrance,No.5 EDP 100ml,3,2023-04-29,1,266.16,Makeup
ORD000898,C0218,Singapore,New,Department Store,Skincare,Hydra Beauty Gel Creme,2,2023-08-27,1,97.29,Makeup
ORD000897,C0218,Singapore,New,Online,Makeup,Vitalumiere Aqua,1,2024-01-26,2,171.65,Makeup
ORD000900,C0219,Korea,Regular,Boutique,Fragrance,Bleu de CHANEL 100ml,1,2023-07-14,4,1256.91,Fragrance
ORD000903,C0219,Korea,Regular,Boutique,Shoes,Ankle Boots,4,2024-04-11,2,2400.0,Fragrance
ORD000902,C0219,Korea,Regular,Online,Accessories,Camellia Brooch,3,2024-07-05,3,1922.72,Fragrance
ORD000901,C0219,Korea,Regular,Boutique,Makeup,No.1 Lip Balm,2,2024-11-26,1,100.0,Fragrance
ORD000906,C0220,Macau,Elite,Online,Ready-to-Wear,Camellia Brooch Dress,3,2023-06-06,3,7200.0,Handbags
ORD000907,C0220,Macau,Elite,Department Store,Home,Crystal Vase,4,2023-07-03,4,2763.32,Handbags
ORD000905,C0220,Macau,Elite,Department Store,Accessories,Logo Scarf,2,2024-05-04,3,1204.41,Handbags
ORD000904,C0220,Macau,Elite,Online,Handbags,Deauville Tote,1,2024-05-29,1,3988.8,Handbags
ORD000918,C0221,Hong Kong,Regular,Boutique,Accessories,Chain Belt,11,2023-01-12,1,890.87,Gifting
ORD000914,C0221,Hong Kong,Regular,Online,Handbags,Classic Flap Medium,7,2023-02-27,1,2400.0,Gifting
ORD000912,C0221,Hong Kong,Regular,Online,Ready-to-Wear,Little Black Dress,5,2023-08-12,1,2400.0,Gifting
ORD000916,C0221,Hong Kong,Regular,Department Store,Watches,Boy.Friend,9,2023-11-06,1,2400.0,Gifting
ORD000911,C0221,Hong Kong,Regular,Boutique,Skincare,Hydra Beauty Gel Creme,4,2023-11-08,1,100.0,Gifting
ORD000909,C0221,Hong Kong,Regular,Department Store,Skincare,N1 de CHANEL Serum,2,2024-02-05,1,140.58,Gifting
ORD000910,C0221,Hong Kong,Regular,Department Store,Makeup,Mascara Volume,3,2024-02-08,2,100.0,Gifting
ORD000908,C0221,Hong Kong,Regular,Boutique,Gifting,Discovery Skincare Set,1,2024-07-15,1,279.26,Gifting
ORD000919,C0221,Hong Kong,Regular,Boutique,Jewellery,Coco Crush Bracelet,12,2024-08-09,2,2400.0,Gifting
ORD000915,C0221,Hong Kong,Regular,Boutique,Accessories,CC Hair Clip,8,2024-08-30,1,269.33,Gifting
ORD000917,C0221,Hong Kong,Regular,Online,Handbags,Business Affinity,10,2024-11-05,1,2400.0,Gifting
ORD000913,C0221,Hong Kong,Regular,Boutique,Makeup,Vitalumiere Aqua,6,2024-11-25,4,333.89,Gifting
ORD000920,C0222,Singapore,New,Boutique,Makeup,Vitalumiere Aqua,1,2024-10-22,1,78.93,Makeup
ORD000921,C0222,Singapore,New,Online,Watches,J12 38mm,2,2024-12-31,2,600.0,Makeup
ORD000925,C0223,Korea,Elite,Boutique,Jewellery,Coco Crush Bracelet,4,2023-03-31,4,7200.0,Jewellery
ORD000924,C0223,Korea,Elite,Online,Shoes,Sneakers,3,2023-07-04,1,785.86,Jewellery
ORD000922,C0223,Korea,Elite,Online,Jewellery,Ultra Bracelet,1,2024-06-26,1,4840.67,Jewellery
ORD000926,C0223,Korea,Elite,Department Store,Ready-to-Wear,Camellia Brooch Dress,5,2024-07-11,1,5345.85,Jewellery
ORD000923,C0223,Korea,Elite,Boutique,Ready-to-Wear,Camellia Brooch Dress,2,2024-10-29,2,7200.0,Jewellery
ORD000929,C0224,Hong Kong,Regular,Online,Handbags,Boy Bag Small,3,2023-02-15,2,2400.0,Eyewear
ORD000932,C0224,Hong Kong,Regular,Boutique,Handbags,22 Bag,6,2023-05-27,4,2400.0,Eyewear
ORD000930,C0224,Hong Kong,Regular,Boutique,Shoes,Ankle Boots,4,2023-08-10,1,1658.23,Eyewear
ORD000927,C0224,Hong Kong,Regular,Online,Eyewear,Pilot,1,2023-10-28,1,463.55,Eyewear
ORD000928,C0224,Hong Kong,Regular,Online,Accessories,Logo Scarf,2,2024-06-19,1,427.89,Eyewear
ORD000931,C0224,Hong Kong,Regular,Department Store,Shoes,Two-tone Slingback,5,2024-10-27,3,2400.0,Eyewear
ORD000934,C0225,Thailand,Regular,Boutique,Shoes,Two-tone Slingback,2,2023-11-20,3,2400.0,Makeup
ORD000935,C0225,Thailand,Regular,Boutique,Accessories,Camellia Brooch,3,2024-06-28,1,611.49,Makeup
ORD000933,C0225,Thailand,Regular,Department Store,Makeup,No.1 Lip Balm,1,2024-11-04,1,100.0,Makeup
ORD000936,C0226,Hong Kong,New,Boutique,Gifting,No.5 Gift Set,1,2023-08-20,1,398.22,Gifting
ORD000939,C0227,Australia,Elite,Department Store,Watches,Boy.Friend,3,2023-02-19,1,7200.0,Jewellery
ORD000945,C0227,Australia,Elite,Boutique,Watches,Premiere,9,2023-03-20,1,7200.0,Jewellery
